Symbol,Company Name,Security Price,Volume (90 Day Avg),Market Capitalization,Dividend Yield,Company Headquarters Location,Sector,Industry,Optionable
LOWLF,Lowell Farms Inc,0.2122,,$21.35M,,United States of America,Health Care,Pharmaceuticals,No
LTUM,Lithium Corp,0.1956,,$21.34M,,United States of America,Materials,Metals & Mining,No
MRAI,Marpai Inc,1.03,0.14549,$21.30M,,United States of America,Financials,Insurance,No
BVXV,Biondvax Pharmaceuticals,1.14,0.04807,$21.29M,,Israel,Health Care,Pharmaceuticals,No
JETMF,Global Crossing Airlines Group Inc,0.57347,,$21.29M,,United States of America,Industrials,Airlines,No
BRQS,Borqs Technologies Inc,1.14,3.31498,$21.26M,,Hong Kong,Information Technology,"Technology Hardware, Storage & Peripherals",No
KALA,Kala Pharmaceuticals Inc,0.2928,1.51873,$21.26M,,United States of America,Health Care,Pharmaceuticals,Yes (Option Chain)
TBRIF,Therma Bright Inc,0.097,,$21.18M,,Canada,Health Care,Health Care Equipment & Supplies,No
SBFM,Sunshine Biopharma Inc,1.12,2.44798,$21.15M,,Canada,Health Care,Biotechnology,No
CANN,Trees Corp,0.2197,0.05421,$21.13M,,United States of America,Industrials,Professional Services,No
WBSR,Webstar Technology Group Inc,0.15,,$20.99M,,United States of America,Information Technology,Software,No
CURR,Cure Pharmaceutical Holding Corp,0.3,,$20.96M,,United States of America,Health Care,Pharmaceuticals,No
DRCMF,Dore Copper Mining Corp,0.3137,,$20.94M,,Canada,Materials,Metals & Mining,No
CYCC,Cyclacel Pharmaceuticals Inc,1.67,0.85995,$20.94M,,United States of America,Health Care,Biotechnology,No
UK,Ucommune Group Holdings Ltd,5.365,,$20.93M,,China,Real Estate,Real Estate Management & Development,No
QH,Quhuo Limited,3.99,0.0326,$20.90M,,China,Industrials,Commercial Services & Supplies,No
GTHP,Guided Therapeutics Inc,0.57,0.01568,$20.90M,,United States of America,Health Care,Health Care Equipment & Supplies,No
AMPG,Amplitech Group Inc,2.17,,$20.90M,,United States of America,Information Technology,"Electronic Equipment, Instruments & Components",No
AUVI,Applied UV Inc,1.63,4.13993,$20.89M,,United States of America,Industrials,Building Products,No
HCTI,Healthcare Triangle Inc,0.5293,0.39246,$20.89M,,United States of America,Health Care,Health Care Technology,No
COPAF,CopAur Minerals Inc,0.41,,$20.87M,,Canada,Materials,Metals & Mining,No
TRT,Trio-Tech International,5.17,0.02653,$20.83M,,United States of America,Information Technology,Semiconductors & Semiconductor Equipment,No
AMPE,Ampio Pharmaceuticals Inc,0.092,5.37337,$20.82M,,United States of America,Health Care,Pharmaceuticals,Yes (Option Chain)
BNSO,Bonso Electronics International Inc,3.5638,0.25309,$20.77M,,Hong Kong,Information Technology,"Electronic Equipment, Instruments & Components",No
BJDX,Bluejay Diagnostics Inc,1.03,0.74721,$20.76M,,United States of America,Health Care,Health Care Equipment & Supplies,No
RCON,Recon Technology Ltd,0.6973,0.26088,$20.71M,,China,Energy,Energy Equipment & Services,No
SCKT,Socket Mobile Inc,2.9,0.02574,$20.70M,,United States of America,Information Technology,"Technology Hardware, Storage & Peripherals",No
PUMXF,Puma Exploration Inc,0.1732,0.0172,$20.61M,,Canada,Materials,Metals & Mining,No
AAGFF,Aftermath Silver Ltd,0.144,,$20.58M,,Canada,Materials,Metals & Mining,No
AVCT,American Virtual Cloud Technologies Inc,0.1463,5.76717,$20.53M,,United States of America,Information Technology,IT Services,Yes (Option Chain)
RMRDF,Radisson Mining Resources Inc,0.0743,,$20.50M,,Canada,Materials,Metals & Mining,No
RKDA,Arcadia Biosciences Inc,0.832,0.29701,$20.50M,,United States of America,Consumer Staples,Food Products,Yes (Option Chain)
SHLDQ,Sears Holdings Corp,0.19,,$20.50M,,United States of America,Consumer Discretionary,Multiline Retail,No
HSTI,High Sierra Technologies Inc,1.0,,$20.50M,,United States of America,Consumer Staples,Personal Products,No
GMTNF,Gold Mountain Mining Corp,0.2326,,$20.44M,,Canada,Materials,Metals & Mining,No
EMPYF,Empress Royalty Corp,0.1952,,$20.41M,,Canada,Materials,Metals & Mining,No
HUNTF,Hunter Maritime Acquisition Corp,0.1,,$20.40M,,China,--,--,No
NVLPF,Nova Leap Health Corp,0.2572,,$20.39M,,Canada,Health Care,Health Care Providers & Services,No
EFRGF,Pasofino Gold Ltd,0.4956,0.00463,$20.38M,,Canada,Materials,Metals & Mining,No
COHN,Cohen & Co Inc,11.8594,0.00984,$20.36M,8.43213,United States of America,Financials,Capital Markets,No
INDP,Indaptus Therapeutics Inc,2.46,,$20.32M,,United States of America,Health Care,Biotechnology,No
CNFN,CFN Enterprises Inc,0.5999,0.00222,$20.29M,,United States of America,Communication Services,Interactive Media & Services,No
FHS,First High-School Education Group Co Ltd,0.7,,$20.26M,,China,Consumer Discretionary,Diversified Consumer Services,No
AGFY,Agrify Corp,0.7619,0.42744,$20.26M,,United States of America,Industrials,Machinery,No
IPIX,Innovation Pharmaceuticals Inc,0.0429,0.77671,$20.26M,,United States of America,Health Care,Biotechnology,No
GEHI,RYB Education Inc,0.72,0.02187,$20.21M,,China,Consumer Discretionary,Diversified Consumer Services,No
GRSLF,GR Silver Mining Ltd,0.1035,,$20.20M,,Canada,Materials,Metals & Mining,No
PSTV,Plus Therapeutics Inc,0.873,2.59065,$20.17M,,United States of America,Health Care,Biotechnology,No
NCPCF,Nickel Creek Platinum Corp,0.04645,0.05863,$20.16M,,Canada,Materials,Metals & Mining,No
QIND,Quality Industrial Corp,0.19475,,$20.04M,,United States of America,Communication Services,Interactive Media & Services,No
MTCR,Metacrine Inc,0.4702,0.51794,$20.02M,,United States of America,Health Care,Biotechnology,No
CEMI,Chembio Diagnostics Inc.,0.6618,0.85434,$20.00M,,United States of America,Health Care,Health Care Equipment & Supplies,Yes (Option Chain)
RDEXF,Red Pine Exploration Inc,0.1699,0.04212,$19.95M,,Canada,Materials,Metals & Mining,No
RNXT,RenovoRx Inc,2.2001,0.02497,$19.95M,,United States of America,Health Care,Biotechnology,No
CYMHF,Cymat Technologies Ltd,0.3583,0.00147,$19.85M,,Canada,Materials,Metals & Mining,No
MJNE,MJ Holdings Inc,0.25,,$19.84M,,United States of America,Health Care,Pharmaceuticals,No
EMTRF,Element 29 Resources Inc,0.2503,,$19.83M,,Canada,Materials,Metals & Mining,No
NEPT,Neptune Wellness Solution Inc,2.48,2.41929,$19.82M,,Canada,Consumer Staples,Personal Products,Yes (Option Chain)
SIF,SIFCO Industries Inc.,3.28,0.00539,$19.81M,,United States of America,Industrials,Aerospace & Defense,No
BGRP,Bluestem Group Inc,0.15,,$19.81M,,United States of America,Consumer Discretionary,Internet & Direct Marketing Retail,No
ISPC,iSpecimen Inc,2.23,0.17354,$19.80M,,United States of America,Health Care,Health Care Technology,No
LTRY,Lottery com Inc,0.3899,,$19.79M,,United States of America,Consumer Discretionary,"Hotels, Restaurants & Leisure",No
IMTE,Integrated Media Technology Ltd,1.34,,$19.77M,,Hong Kong,Information Technology,"Electronic Equipment, Instruments & Components",No
WEGYF,Westbridge Energy Corporation,0.229,,$19.76M,,Canada,Utilities,Independent Power and Renewable Electricity Producers,No
HYRE,Hyrecar Inc,0.8968,0.3122,$19.71M,,United States of America,Industrials,Road & Rail,Yes (Option Chain)
FISK,Empire State Realty OP LP,6.89,0.00103,$19.68M,2.03193,United States of America,Real Estate,Equity Real Estate Investment Trusts (REITs),No
WHLR,Wheeler Real Estate Investment Trust Inc,2.01,0.0229,$19.68M,,United States of America,Real Estate,Equity Real Estate Investment Trusts (REITs),No
CING,Cingulate Inc,1.74,,$19.68M,,United States of America,Health Care,Pharmaceuticals,No
NVCN,Neovasc Inc,7.17,0.01689,$19.67M,,Canada,Health Care,Health Care Equipment & Supplies,No
ALF,Alfi Inc,1.22,0.08501,$19.64M,,United States of America,Information Technology,Software,No
GNLN,Greenlane Holdings Inc,2.74,0.19639,$19.62M,,United States of America,Consumer Discretionary,Distributors,Yes (Option Chain)
ELSE,Electro-Sensors Inc,5.76,0.00976,$19.60M,,United States of America,Information Technology,"Electronic Equipment, Instruments & Components",No
KIQ,Kelso Technologies Inc,0.3607,0.06191,$19.59M,,Canada,Industrials,Machinery,No
AMST,Amesite Inc,0.76,0.08885,$19.56M,,United States of America,Consumer Discretionary,Diversified Consumer Services,No
BEVVF,Bee Vectoring Technologies International Inc,0.15,,$19.55M,,Canada,Materials,Chemicals,No
GFCOF,The Good Flour Corp.,0.3055,,$19.37M,,Canada,Industrials,Road & Rail,No
IONM,Assure Holdings Corp,1.0,0.58174,$19.35M,,United States of America,Health Care,Health Care Providers & Services,No
SNAX,Stryve Foods Inc,0.66,,$19.33M,,United States of America,Consumer Staples,Food Products,No
EZFL,EzFill Holdings Inc,0.7299,,$19.33M,,United States of America,Energy,"Oil, Gas & Consumable Fuels",No
FLWBF,Flow Beverage Corp,0.4,,$19.28M,,Canada,Consumer Staples,Beverages,No
CMCXF,CMC Metals Ltd,0.128,0.11058,$19.27M,,Canada,Materials,Metals & Mining,No
ARAV,Aravive Inc,0.631,0.10419,$19.26M,,United States of America,Health Care,Biotechnology,Yes (Option Chain)
HXLTF,HELIOSX LITHIUM & TECHNOLOGIES CORP,0.5311,,$19.24M,,Afghanistan,Materials,Metals & Mining,No
RSASF,RESAAS Services Inc,0.255,0.00848,$19.19M,,Canada,Communication Services,Interactive Media & Services,No
RCRT,Recruiter.com Group Inc,1.29,,$19.16M,,United States of America,Industrials,Professional Services,No
BTB,Bit Brother Ltd,0.188,0.61187,$19.15M,,China,Consumer Staples,Food & Staples Retailing,No
XPHYF,XPhyto Therapeutics Corp,0.2289,,$19.13M,,Canada,Health Care,Pharmaceuticals,No
CHUC,Charlies Holdings Inc,0.08725,,$19.00M,,United States of America,Consumer Staples,Tobacco,No
QCCUF,QC Copper and Gold Inc,0.12592,,$18.98M,,Canada,Materials,Metals & Mining,No
FSXLF,Fosterville South Exploration Ltd,0.278,,$18.97M,,Canada,Materials,Metals & Mining,No
GSQD/U,G Squared Ascend I Inc,9.93,,$18.96M,,United States of America,--,--,No
CYTH,Cyclo Therapeutics Inc,2.24,0.02271,$18.90M,,United States of America,Health Care,Biotechnology,No
PETZ,TDH Holdings Inc,2.99,2.19198,$18.88M,,China,Consumer Staples,Food Products,No
XRTX,XORTX Therapeutics Inc,1.45,,$18.84M,,Canada,Health Care,Pharmaceuticals,No
HMMR,Hammer Fiber Optics Holdings Corp,0.3095,0.02733,$18.83M,,United States of America,Communication Services,Diversified Telecommunication Services,No
MCVT,Mill City Ventures III Ltd,3.1,,$18.83M,,United States of America,--,--,No
TSRI,TSR Inc,8.7718,0.00729,$18.82M,,United States of America,Information Technology,IT Services,No
VYNE,VYNE Therapeutics Inc,0.3244,0.39366,$18.82M,,United States of America,Health Care,Pharmaceuticals,No
CNSNF,Constantine Metal Resources Ltd,0.3,,$18.69M,,Canada,Materials,Metals & Mining,No
TIVC,Tivic Health Systems Inc,1.9301,,$18.68M,,United States of America,Health Care,Health Care Equipment & Supplies,No
GSQB/U,G Squared Ascend II Inc,9.92,,$18.68M,,United States of America,--,--,No
LYL,Dragon Victory International Ltd,0.7899,0.04006,$18.64M,,Hong Kong,Financials,Consumer Finance,No
BMTLF,BeMetals Corp,0.10446,,$18.53M,,Canada,Materials,Metals & Mining,No
CVUA,CPI Aerostructures Inc,1.5,0.04276,$18.50M,,United States of America,Industrials,Aerospace & Defense,No
EMMA,Emmaus Life Sciences Inc,0.3728,0.0156,$18.48M,,United States of America,Health Care,Pharmaceuticals,No
IINN,Inspira Technologies Oxy B.H.N. Ltd,1.83,,$18.47M,,Israel,Health Care,Health Care Equipment & Supplies,No
APRE,Aprea Therapeutics Inc,0.7877,0.68736,$18.43M,,United States of America,Health Care,Biotechnology,No
APVO,Aptevo Therapeutics Inc,3.62,0.07701,$18.43M,,United States of America,Health Care,Biotechnology,No
TBPMF,Tetra Bio-Pharma Inc,0.0435,0.08825,$18.42M,,Canada,Health Care,Pharmaceuticals,No
JFBR,Jeffs Brands Ltd,,,$18.38M,,Israel,Consumer Discretionary,Internet & Direct Marketing Retail,No
ACFN,Acorn Energy Inc,0.46,0.02414,$18.26M,,United States of America,Information Technology,"Electronic Equipment, Instruments & Components",No
OPST,Opt-Sciences Corp,23.5,,$18.24M,,United States of America,Industrials,Aerospace & Defense,No
STXMF,Starrex International Ltd,1.17,,$18.20M,,Canada,Financials,Capital Markets,No
SSNT,SilverSun Technologies Inc,3.54,0.22236,$18.18M,,United States of America,Information Technology,Software,No
GMBL,eSports Entertainment Group Inc,0.4437,,$18.16M,,Malta,Consumer Discretionary,"Hotels, Restaurants & Leisure",Yes (Option Chain)
NDRA,ENDRA Life Sciences Inc,0.287,1.00134,$18.13M,,United States of America,Health Care,Health Care Equipment & Supplies,No
YMTX,Yumanity Therapeutics Inc,1.67,,$18.13M,,United States of America,Health Care,Biotechnology,Yes (Option Chain)
NDVAF,Indiva Ltd,0.12311,,$18.12M,,Canada,Health Care,Pharmaceuticals,No
LIQT,LiqTech International Inc,0.4897,0.54174,$18.11M,,Denmark,Industrials,Machinery,No
DMIFF,Diamcor Mining Inc,0.15039,0.07086,$18.10M,,Canada,Materials,Metals & Mining,No
RDGL,Vivos Inc,0.0504,,$18.09M,,United States of America,Health Care,Health Care Equipment & Supplies,No
GXSFF,Goldsource Mines Inc,0.3444,,$18.01M,,Canada,Materials,Metals & Mining,No
ATADF,ATAC Resources Ltd,0.08937,0.04833,$18.00M,,Canada,Materials,Metals & Mining,No
PHGE,BiomX Inc,0.6,0.21438,$17.99M,,Israel,Health Care,Biotechnology,No
SCYRF,Scryb Inc,0.075,,$17.98M,,Canada,Health Care,Health Care Equipment & Supplies,No
OCGSF,Outcrop Silver & Gold Corporation,0.136,0.07299,$17.97M,,Canada,Materials,Metals & Mining,No
BIOC,Biocept Inc,1.06,0.09957,$17.94M,,United States of America,Health Care,Biotechnology,Yes (Option Chain)
MARPS,Marine Petroleum Trust,8.96,0.10652,$17.92M,7.5173,United States of America,Energy,"Oil, Gas & Consumable Fuels",No
AEEI,American Environmental Energy Inc,0.18,,$17.92M,,United States of America,Utilities,Independent Power and Renewable Electricity Producers,No
DXYN,Dixie Group Inc (The),1.1,0.043,$17.81M,,United States of America,Consumer Discretionary,Household Durables,Yes (Option Chain)
PFIN,P & F Industries Inc,5.55,0.00254,$17.73M,3.6036,United States of America,Industrials,Machinery,No
ALRN,Aileron Therapeutics Inc,0.1952,0.62285,$17.73M,,United States of America,Health Care,Biotechnology,No
TBTC,Table Trac Inc,3.834,,$17.72M,,United States of America,Consumer Discretionary,"Hotels, Restaurants & Leisure",No
MMTIF,Micromem Technologies Inc,0.0385,0.34504,$17.67M,,Canada,Information Technology,"Electronic Equipment, Instruments & Components",No
TOMZ,TOMI Environmental Solutions Inc,0.8939,0.74267,$17.64M,,United States of America,Industrials,Commercial Services & Supplies,No
AUXXF,Allegiant Gold Ltd,0.17198,0.03921,$17.62M,,Canada,Materials,Metals & Mining,No
UCL,UCLOUDLINK GROUP INC,0.6072,0.05699,$17.59M,,Hong Kong,Communication Services,Wireless Telecommunication Services,No
MAPPF,ProStar Holdings Inc,0.15,,$17.53M,,United States of America,Information Technology,Software,No
BPTS,Biophytis SA,1.07,0.01796,$17.53M,,France,Health Care,Biotechnology,No
HMTXF,Hemostemix Inc,0.2483,0.01881,$17.52M,,Canada,Health Care,Biotechnology,No
CCWOF,Canada Silver Cobalt Works Inc,0.097,0.08843,$17.51M,,Canada,Materials,Metals & Mining,No
CSJT,Changsheng International Group Ltd,2.0,,$17.50M,,United States of America,--,--,No
PALT,Paltalk Inc,1.8,0.3963,$17.50M,,United States of America,Communication Services,Interactive Media & Services,No
PURE,Pure Bioscience Inc,0.1979,0.04958,$17.42M,,United States of America,Consumer Staples,Household Products,No
NAUFF,Nevgold Corp,0.34571,0.05095,$17.40M,,Canada,Materials,Metals & Mining,No
SPMLF,Sentry Select Primary Metals Corp,2.11,0.00203,$17.38M,6.60049,Canada,--,--,No
SFET,Safe T Group Ltd,0.5301,0.1736,$17.30M,,Israel,Information Technology,Software,No
LEXX,Lexaria Bioscience Corp,2.9,,$17.26M,,Canada,Health Care,Pharmaceuticals,No
WLDPF,WILDPACK BEVERAGE INC,0.1703,,$17.24M,,Canada,Consumer Staples,Beverages,No
SEBFF,Smart Employee Benefits Inc,0.1,0.06356,$17.24M,,Canada,Information Technology,Software,No
NORZF,NorZinc Ltd,0.02272,0.15364,$17.21M,,Canada,Materials,Metals & Mining,No
WBEV,Winc Inc,1.295,0.09582,$17.20M,,United States of America,Consumer Staples,Beverages,No
ASDRF,Ascendant Resources Inc,0.133,,$17.19M,,Canada,Materials,Metals & Mining,No
TBXXF,Turmalina Metals Corp,0.2569,,$17.19M,,Canada,Materials,Metals & Mining,No
BLBX,Blackboxstocks Inc,1.3,0.45771,$17.14M,,United States of America,Information Technology,Software,No
GIGM,GigaMedia Ltd,1.55,0.3019,$17.13M,,Taiwan,Communication Services,Entertainment,No
INLX,Intellinetics Inc,4.2,0.00059,$17.11M,,United States of America,Information Technology,Software,No
ELYS,ELYS GAME TECHNOLOGY CORP,0.6369,,$17.11M,,Canada,Consumer Discretionary,"Hotels, Restaurants & Leisure",No
HCDI,Harbor Custom Development Inc,1.19,0.98478,$17.08M,,United States of America,Consumer Discretionary,Household Durables,No
ALBY,Community Capital Bancshares Inc,13.85,,$17.05M,,United States of America,Financials,Banks,No
MOGU,MOGU Inc,2.05,0.01042,$17.04M,,China,Consumer Discretionary,Internet & Direct Marketing Retail,No
GTMAY,Grupo Tmm S.A.B.,0.582,0.00194,$17.02M,,Mexico,Energy,"Oil, Gas & Consumable Fuels",No
HUSIF,Nicola Mining Inc,0.05813,,$16.98M,,Canada,Materials,Metals & Mining,No
OMGGF,Omai Gold Mines Corp,0.05774,,$16.94M,,Canada,Materials,Metals & Mining,No
OTRK,Ontrak Inc,0.6511,1.52079,$16.94M,,United States of America,Health Care,Health Care Providers & Services,Yes (Option Chain)
SMFL,Smart for Life Inc,0.5297,,$16.91M,,United States of America,Consumer Staples,Personal Products,No
BCUFF,Bell Copper Corp,0.1622,0.04541,$16.89M,,Canada,Materials,Metals & Mining,No
PZG,Paramount Gold Nevada Corp,0.361,0.17014,$16.82M,,United States of America,Materials,Metals & Mining,No
DLTNF,Delta 9 Cannabis Inc,0.135,0.02099,$16.80M,,Canada,Health Care,Pharmaceuticals,No
MITQ,Moving iMage Technologies Inc,1.55,,$16.78M,,United States of America,Communication Services,Entertainment,No
BEWFF,BeWhere Holdings Inc,0.1899,,$16.77M,,Canada,Information Technology,Software,No
LVRLF,CordovaCann Corp,0.173,,$16.73M,,Canada,--,--,No
NXTTF,Lifeist Wellness Inc,0.04,,$16.70M,,Canada,Consumer Discretionary,Internet & Direct Marketing Retail,No
NUZE,Nuzee Inc,0.7051,0.09217,$16.69M,,United States of America,Consumer Staples,Food Products,No
AYTU,Aytu BioPharma Inc,0.267,1.36271,$16.67M,,United States of America,Health Care,Pharmaceuticals,No
BON,Bon Natural Life Ltd,2.0,0.15228,$16.66M,,Cayman Islands,Materials,Chemicals,No
LCGMF,Lion Copper and Gold Corp,0.0539,0.10081,$16.64M,,Canada,Materials,Metals & Mining,No
ULTXF,Ultra Lithium Inc,0.1221,,$16.61M,,Canada,Materials,Metals & Mining,No
OXBR,Oxbridge Re Holdings Ltd,2.87,0.03787,$16.59M,,Cayman Islands,Financials,Insurance,No
LTRE,Learning Tree International Inc,1.25,,$16.53M,,United States of America,Consumer Discretionary,Diversified Consumer Services,No
